UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PEP3161	Mahlobo, David Mbanginseni				Mahlobo, David Mbanginseni				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP3162	Mahmadaminov, Mahmadamin				Mahmadaminov, Mahmadamin				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP3163	Mahmoud, Izidbih Ould Mohamed				Mahmoud, Izidbih Ould Mohamed				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP3164	Mahmud, Anisul Islam				Mahmud, Anisul Islam				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP3165	Mahmudov, Viktor				Mahmudov, Viktor				Individual/pep				PEP		NHNN																Uzbekistan										NHNN											
PEP3166	Mahmutbegovic, Melika				Mahmutbegovic, Melika				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3167	Mahoma, Moussa				Mahoma, Moussa				Individual/pep				PEP		NHNN																Comoros										NHNN											
PEP3168	Mai Xaignavong				Mai Xaignavong				Individual/pep				PEP		NHNN																Laos										NHNN											
PEP3169	Maiga, Abdoulaye Idrissa				Maiga, Abdoulaye Idrissa				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP3170	Maigochi, Sani				Maigochi, Sani				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP3171	Mailu, Cleophas (Cleopa) Kilonzo				Mailu, Cleophas (Cleopa) Kilonzo				Individual/pep				PEP		NHNN																Kenya										NHNN											
PEP3172	Mainali, Chandra Prakash				Mainali, Chandra Prakash				Individual/pep				PEP		NHNN																Nepal										NHNN											
PEP3173	Maior, George Cristian				Maior, George Cristian				Individual/pep				PEP		NHNN																Romania										NHNN											
PEP3174	Maisa, Pitso				Maisa, Pitso				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3175	Maitiq, Ahmad				Maitiq, Ahmad				Individual/pep				PEP		NHNN																Libya										NHNN											
PEP3176	Majaliwa, Kassim Majaliwa				Majaliwa, Kassim Majaliwa				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3177	Majcen, Irena				Majcen, Irena				Individual/pep				PEP		NHNN																Slovenia										NHNN											
PEP3178	Majdoub, Hedi				Majdoub, Hedi				Individual/pep				PEP		NHNN																Tunisia										NHNN											
PEP3179	Makamba, January Yussuph				Makamba, January Yussuph				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3180	Makey, Vladimir				Makey, Vladimir				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP3181	Makgato-Malesu, Dorcas				Makgato-Malesu, Dorcas				Individual/pep				PEP		NHNN																Botswana										NHNN											
PEP3182	Makhluf, Hussein				Makhluf, Hussein				Individual/pep				PEP		NHNN																Syria										NHNN											
PEP3183	Makila, Jose				Makila, Jose				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3184	Makila, Jose				Makila, Jose				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3185	Makosso, Anatole Collinet				Makosso, Anatole Collinet				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3186	Makram, Nabila				Makram, Nabila				Individual/pep				PEP		NHNN																Egypt										NHNN											
PEP3187	Maksutov, Altynbek				Maksutov, Altynbek				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP3188	Makuch, Jozef				Makuch, Jozef				Individual/pep				PEP		NHNN																Slovakia										NHNN											
PEP3189	Malabag, Michael				Malabag, Michael				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3190	Malal, Dia Moktar				Malal, Dia Moktar				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP3191	Malami, Abubakar				Malami, Abubakar				Individual/pep				PEP		NHNN																Nigeria										NHNN											
PEP3192	Malavo, Estanislao Don				Malavo, Estanislao Don				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3193	Malcorra, Susana				Malcorra, Susana				Individual/pep				PEP		NHNN																Argentina										NHNN											
PEP3194	Maldonado, Mervin				Maldonado, Mervin				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3195	Malebo, Moeketse				Malebo, Moeketse				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3196	Maleiane, Adriano				Maleiane, Adriano				Individual/pep				PEP		NHNN																Mozambique										NHNN											
PEP3197	Malesevic, Dane				Malesevic, Dane				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Republika Srpska Govt.										NHNN											
PEP3198	Malhas, Omar				Malhas, Omar				Individual/pep				PEP		NHNN																Jordan										NHNN											
PEP3199	Maligi, Momodu				Maligi, Momodu				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP3200	Malina, Rupa Abraham				Malina, Rupa Abraham				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3201	Mallia, Emmanuel				Mallia, Emmanuel				Individual/pep				PEP		NHNN																Malta										NHNN											
PEP3202	Malmierca Diaz, Rodrigo				Malmierca Diaz, Rodrigo				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP3203	Maloi, Lebesa				Maloi, Lebesa				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3204	Maltsev, Leonid				Maltsev, Leonid				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP3205	Malwal, Akuei Bona				Malwal, Akuei Bona				Individual/pep				PEP		NHNN																South Sudan										NHNN											
PEP3206	Mam Bun Heng				Mam Bun Heng				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP3207	Mamabolo, Jeremiah Nyamane Kingsley				Mamabolo, Jeremiah Nyamane Kingsley				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP3208	Mamadou, Talla				Mamadou, Talla				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP3209	Mamba, Magobetane				Mamba, Magobetane				Individual/pep				PEP		NHNN																Swaziland										NHNN											
PEP3210	Mambetalieva, Jyldyz				Mambetalieva, Jyldyz				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP3211	Mamedov, Fazil				Mamedov, Fazil				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP3212	Mamedov, Fikret				Mamedov, Fikret				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP3213	Mamiaka, Guy-Maixent				Mamiaka, Guy-Maixent				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3214	Mamin, Askar				Mamin, Askar				Individual/pep				PEP		NHNN																Kazakhstan										NHNN											
PEP3215	Mammadov, Ziya				Mammadov, Ziya				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP3216	Mammadyarov, Elmar				Mammadyarov, Elmar				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP3217	Mamoni, Leonidas Carel Mottom				Mamoni, Leonidas Carel Mottom				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3218	Mampouya, Hellot Matson				Mampouya, Hellot Matson				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3219	Mandal, Narayan				Mandal, Narayan				Individual/pep				PEP		NHNN																Nepal										NHNN											
PEP3220	Mandelblit, Avichai				Mandelblit, Avichai				Individual/pep				PEP		NHNN																Israel										NHNN											
PEP3221	Mandic, Vjekoslav				Mandic, Vjekoslav				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3222	Mandilovic, Milan				Mandilovic, Milan				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3223	Mandiwanzira, Supa				Mandiwanzira, Supa				Individual/pep				PEP		NHNN																Zimbabwe										NHNN											
PEP3224	Mandjo, Yerima Youssoufa				Mandjo, Yerima Youssoufa				Individual/pep				PEP		NHNN																Central African Republic										NHNN											
PEP3225	Mandya, Charles Paul Lemasset				Mandya, Charles Paul Lemasset				Individual/pep				PEP		NHNN																Central African Republic										NHNN											
PEP3226	Mane, Cadi				Mane, Cadi				Individual/pep				PEP		NHNN																Guinea-Bissau										NHNN											
PEP3227	Maneka, Samson				Maneka, Samson				Individual/pep				PEP		NHNN																Solomon Islands										NHNN											
PEP3228	Maneniaru, John				Maneniaru, John				Individual/pep				PEP		NHNN																Solomon Islands										NHNN											
PEP3229	Manetoali, Samuel				Manetoali, Samuel				Individual/pep				PEP		NHNN																Solomon Islands										NHNN											
PEP3230	Manfoumbi, Yves Fernand				Manfoumbi, Yves Fernand				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3231	Mangal, Mohammad Gulab				Mangal, Mohammad Gulab				Individual/pep				PEP		NHNN																Afghanistan										NHNN											
PEP3232	Mangudya, John Panonetsa				Mangudya, John Panonetsa				Individual/pep				PEP		NHNN																Zimbabwe										NHNN											
PEP3233	Mangue, Reginaldo Asu				Mangue, Reginaldo Asu				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3234	Mangueira, Rui Jorge Carneiro				Mangueira, Rui Jorge Carneiro				Individual/pep				PEP		NHNN																Angola										NHNN											
PEP3235	Manirakiza, Come				Manirakiza, Come				Individual/pep				PEP		NHNN																Burundi										NHNN											
PEP3236	Manjani, Ylli				Manjani, Ylli				Individual/pep				PEP		NHNN																Albania										NHNN											
PEP3237	Mano, Margarida				Mano, Margarida				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP3238	Manongi, Tuvako Nathaniel				Manongi, Tuvako Nathaniel				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3239	Mansilla Fernandez, Williams Agberto				Mansilla Fernandez, Williams Agberto				Individual/pep				PEP		NHNN																Guatemala										NHNN											
PEP3240	Mansur Bin Zayid Al Nuhayyan				Mansur Bin Zayid Al Nuhayyan				Individual/pep				PEP		NHNN																United Arab Emirates										NHNN											
PEP3241	Mansur Bin Zayid Al Nuhayyan				Mansur Bin Zayid Al Nuhayyan				Individual/pep				PEP		NHNN																United Arab Emirates										NHNN											
PEP3242	Manturov, Denis Valentinovich				Manturov, Denis Valentinovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP3243	Mantyla, Hanna				Mantyla, Hanna				Individual/pep				PEP		NHNN																Finland										NHNN											
PEP3244	Manuaalesagalala, Enokati Posala				Manuaalesagalala, Enokati Posala				Individual/pep				PEP		NHNN																Samoa										NHNN											
PEP3245	Manuella, Satini Tulaga				Manuella, Satini Tulaga				Individual/pep				PEP		NHNN																Tuvalu										NHNN											
PEP3246	Manukyan, Ashot				Manukyan, Ashot				Individual/pep				PEP		NHNN																Armenia										NHNN											
PEP3247	Manyang Juuk, Kuol				Manyang Juuk, Kuol				Individual/pep				PEP		NHNN																South Sudan										NHNN											
PEP3248	Maope, Kelebone Albert				Maope, Kelebone Albert				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3249	Maouloud, Amal Mint				Maouloud, Amal Mint				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP3250	Maowia Osman Khalid Mohammed				Maowia Osman Khalid Mohammed				Individual/pep				PEP		NHNN																Sudan										NHNN											
PEP3251	Mapangou, Guy-Bertrand				Mapangou, Guy-Bertrand				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3252	Mapangou, Guy-Bertrand				Mapangou, Guy-Bertrand				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3253	Mapisa-Nqakula, Nosiviwe Noluthando				Mapisa-Nqakula, Nosiviwe Noluthando				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP3254	Marah, Kaifala				Marah, Kaifala				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP3255	Marape, James				Marape, James				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3256	Marau, William				Marau, William				Individual/pep				PEP		NHNN																Solomon Islands										NHNN											
PEP3257	Marcell Cullell, Mario				Marcell Cullell, Mario				Individual/pep				PEP		NHNN																Chile										NHNN											
PEP3258	Marco Torres, Rodolfo				Marco Torres, Rodolfo				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3259	Marea, Tananei				Marea, Tananei				Individual/pep				PEP		NHNN																Kiribati										NHNN											
PEP3260	Marghem, Marie-Christine				Marghem, Marie-Christine				Individual/pep				PEP		NHNN																Belgium										NHNN											
PEP3261	Margrethe Ii				Margrethe Ii				Individual/pep				PEP		NHNN																Denmark										NHNN											
PEP3262	Margvelashvili, Giorgi				Margvelashvili, Giorgi				Individual/pep				PEP		NHNN																Georgia										NHNN											
PEP3263	Mariano, Rafael				Mariano, Rafael				Individual/pep				PEP		NHNN																Philippines										NHNN											
PEP3264	Maric, Ljubomir				Maric, Ljubomir				Individual/pep				PEP		NHNN																Kosovo										NHNN											
PEP3265	Maric, Zdravko				Maric, Zdravko				Individual/pep				PEP		NHNN																Croatia										NHNN											
PEP3266	Marin, Pablo				Marin, Pablo				Individual/pep				PEP		NHNN																Belize										NHNN											
PEP3267	Markauskas, Bronius				Markauskas, Bronius				Individual/pep				PEP		NHNN																Lithuania										NHNN											
PEP3268	Markovic, Dusko				Markovic, Dusko				Individual/pep				PEP		NHNN																Montenegro										NHNN											
PEP3269	Marksova, Michaela				Marksova, Michaela				Individual/pep				PEP		NHNN																Czechia										NHNN											
PEP3270	Marmei, Eerik				Marmei, Eerik				Individual/pep				PEP		NHNN																Estonia										NHNN											
PEP3271	Marouane, Fatema				Marouane, Fatema				Individual/pep				PEP		NHNN																Morocco										NHNN											
PEP3272	Marques, Maria Manuel Leitao				Marques, Maria Manuel Leitao				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP3273	Marques, Maria Manuel Leitao				Marques, Maria Manuel Leitao				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP3274	Marques, Pedro Manuel Dias de Jesus				Marques, Pedro Manuel Dias de Jesus				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP3275	Marrero Cruz, Manuel				Marrero Cruz, Manuel				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP3276	Marshall, Keith Hamilton Llewellyn				Marshall, Keith Hamilton Llewellyn				Individual/pep				PEP		NHNN																Barbados										NHNN											
PEP3277	Marshall, Samantha Nicole				Marshall, Samantha Nicole				Individual/pep				PEP		NHNN																Antigua and Barbuda										NHNN											
PEP3278	Marsudi, Retno Lestari Priansari				Marsudi, Retno Lestari Priansari				Individual/pep				PEP		NHNN																Indonesia										NHNN											
PEP3279	Martens Cortes, Marilu				Martens Cortes, Marilu				Individual/pep				PEP		NHNN																Peru										NHNN											
PEP3280	Marthe, Daouda				Marthe, Daouda				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP3281	Marti Petit, Antoni				Marti Petit, Antoni				Individual/pep				PEP		NHNN																Andorra										NHNN											
PEP3282	Martic, Josip				Martic, Josip				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3283	Martin, Glenys Hanna				Martin, Glenys Hanna				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP3284	Martina, Maurizio				Martina, Maurizio				Individual/pep				PEP		NHNN																Italy										NHNN											
PEP3285	Martinez Bonilla, Hugo Roger				Martinez Bonilla, Hugo Roger				Individual/pep				PEP		NHNN																El Salvador										NHNN											
PEP3286	Martinez Callahuanca, Rene				Martinez Callahuanca, Rene				Individual/pep				PEP		NHNN																Bolivia										NHNN											
PEP3287	Martinez Vinueza, Diego				Martinez Vinueza, Diego				Individual/pep				PEP		NHNN																Ecuador										NHNN											
PEP3288	Martinez, Anthony				Martinez, Anthony				Individual/pep				PEP		NHNN																Belize										NHNN											
PEP3289	Martinez, Carlos				Martinez, Carlos				Individual/pep				PEP		NHNN																Guatemala										NHNN											
PEP3290	Martinez, Diogenes				Martinez, Diogenes				Individual/pep				PEP		NHNN																Paraguay										NHNN											
PEP3291	Martinez, Gerson				Martinez, Gerson				Individual/pep				PEP		NHNN																El Salvador										NHNN											
PEP3292	Martinez, Julio Cesar				Martinez, Julio Cesar				Individual/pep				PEP		NHNN																Argentina										NHNN											
PEP3293	Martinez, Luis				Martinez, Luis				Individual/pep				PEP		NHNN																El Salvador										NHNN											
PEP3294	Martinez, Nelson				Martinez, Nelson				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3295	Martinez, Nestor Humberto				Martinez, Nestor Humberto				Individual/pep				PEP		NHNN																Colombia										NHNN											
PEP3296	Martinez, Pablo				Martinez, Pablo				Individual/pep				PEP		NHNN																Nicaragua										NHNN											
PEP3297	Martinho, Carlos Bonete				Martinho, Carlos Bonete				Individual/pep				PEP		NHNN																Mozambique										NHNN											
PEP3298	Martins Da Cruz E Silva, Rosa Maria				Martins Da Cruz E Silva, Rosa Maria				Individual/pep				PEP		NHNN																Angola										NHNN											
PEP3299	Martins, Geraldo				Martins, Geraldo				Individual/pep				PEP		NHNN																Guinea-Bissau										NHNN											
PEP3300	Martirosyan, Vahan				Martirosyan, Vahan				Individual/pep				PEP		NHNN																Armenia										NHNN											
PEP3301	Martowardojo, Agus Dermawan Wintarto				Martowardojo, Agus Dermawan Wintarto				Individual/pep				PEP		NHNN																Indonesia										NHNN											
PEP3302	Maru, Richard				Maru, Richard				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3303	Marukawa, Tamayo				Marukawa, Tamayo				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3304	Masagos Zulkifli				Masagos Zulkifli				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP3305	Masagos Zulkifli				Masagos Zulkifli				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP3306	Masaju, George Mcheche				Masaju, George Mcheche				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3307	Masaray, Minkailu				Masaray, Minkailu				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP3308	Masheke, Sylvain Maurice				Masheke, Sylvain Maurice				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3309	Mashwama, Jabulile				Mashwama, Jabulile				Individual/pep				PEP		NHNN																Swaziland										NHNN											
PEP3310	Masie Mibuy, Angel				Masie Mibuy, Angel				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3311	Masilingi, Wilson				Masilingi, Wilson				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3312	Masimov, Karim				Masimov, Karim				Individual/pep				PEP		NHNN																Kazakhstan										NHNN											
PEP3313	Masisi, Mokgweetsi Eric				Masisi, Mokgweetsi Eric				Individual/pep				PEP		NHNN																Botswana										NHNN											
PEP3314	Masiulis, Rokas				Masiulis, Rokas				Individual/pep				PEP		NHNN																Lithuania										NHNN											
PEP3315	Maskevich, Sergey				Maskevich, Sergey				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP3316	Masri, Walid				Masri, Walid				Individual/pep				PEP		NHNN																Jordan										NHNN											
PEP3317	Massano, Jose de Lima				Massano, Jose de Lima				Individual/pep				PEP		NHNN																Angola										NHNN											
PEP3318	Massard Kabinda Makaga, Etienne				Massard Kabinda Makaga, Etienne				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3319	Masseron, Paul				Masseron, Paul				Individual/pep				PEP		NHNN																Monaco										NHNN											
PEP3320	Massoudou Hassoumi				Massoudou Hassoumi				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP3321	Masum, Fuad				Masum, Fuad				Individual/pep				PEP		NHNN																Iraq										NHNN											
PEP3322	Masutha, Michael				Masutha, Michael				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP3323	Mata Vega, Gustavo				Mata Vega, Gustavo				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP3324	Matambo, Ontefetse Kenneth				Matambo, Ontefetse Kenneth				Individual/pep				PEP		NHNN																Botswana										NHNN											
PEP3325	Matecna, Gabriela				Matecna, Gabriela				Individual/pep				PEP		NHNN																Slovakia										NHNN											
PEP3326	Mateke, Philemon				Mateke, Philemon				Individual/pep				PEP		NHNN																Uganda										NHNN											
PEP3327	Mateparae, Jeremiah				Mateparae, Jeremiah				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP3328	Matha, Lambert				Matha, Lambert				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3329	Mathok Diing, Dhieu				Mathok Diing, Dhieu				Individual/pep				PEP		NHNN																South Sudan										NHNN											
PEP3330	Matiangai, Fred Okengo				Matiangai, Fred Okengo				Individual/pep				PEP		NHNN																Kenya										NHNN											
PEP3331	Matipa, Wivine Mumba				Matipa, Wivine Mumba				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3332	Matkovic, Djerdj				Matkovic, Djerdj				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP3333	Matlanyane, Retsaelisitsoe Adelaide				Matlanyane, Retsaelisitsoe Adelaide				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3334	Matolcsy, Gyorgy				Matolcsy, Gyorgy				Individual/pep				PEP		NHNN																Hungary										NHNN											
PEP3335	Matondo, Rosalie				Matondo, Rosalie				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3336	Matsumoto, Jun				Matsumoto, Jun				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3337	Matsumoto, Jun				Matsumoto, Jun				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3338	Matsumoto, Jun				Matsumoto, Jun				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3339	Matsumoto, Jun				Matsumoto, Jun				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3340	Matsumoto, Jun				Matsumoto, Jun				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3341	Matsuno, Hirokazu				Matsuno, Hirokazu				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3342	Matsuno, Hirokazu				Matsuno, Hirokazu				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP3343	Mattarella, Sergio				Mattarella, Sergio				Individual/pep				PEP		NHNN																Italy										NHNN											
PEP3344	Matthew, Amenta				Matthew, Amenta				Individual/pep				PEP		NHNN																Marshall Islands										NHNN											
PEP3345	Matuku, Lambert				Matuku, Lambert				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3346	Matusila, Pierre Anatole				Matusila, Pierre Anatole				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3347	Maurer, Ueli				Maurer, Ueli				Individual/pep				PEP		NHNN																Switzerland										NHNN											
PEP3348	Mauri Carabaguias, Carolina				Mauri Carabaguias, Carolina				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP3349	Mavoungou, Parfait Aime Coussoud				Mavoungou, Parfait Aime Coussoud				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3350	May, Theresa				May, Theresa				Individual/pep				PEP		NHNN																United Kingdom										NHNN											
PEP3351	Maya, Mofazzal Hossain Chowdhury				Maya, Mofazzal Hossain Chowdhury				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP3352	Mayalah, Adib				Mayalah, Adib				Individual/pep				PEP		NHNN																Syria										NHNN											
PEP3353	Maynard Gibson, Allyson				Maynard Gibson, Allyson				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP3354	Maynard Gibson, Allyson				Maynard Gibson, Allyson				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP3355	Mayo Di Bello, Miguel				Mayo Di Bello, Miguel				Individual/pep				PEP		NHNN																Panama										NHNN											
PEP3356	Mazeiks, Janis				Mazeiks, Janis				Individual/pep				PEP		NHNN																Latvia										NHNN											
PEP3357	Mbalula, Fikile April				Mbalula, Fikile April				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP3358	Mbarga Atangana, Luc Magloire				Mbarga Atangana, Luc Magloire				Individual/pep				PEP		NHNN																Cameroon										NHNN											
PEP3359	Mbatta, Flavien				Mbatta, Flavien				Individual/pep				PEP		NHNN																Central African Republic										NHNN											
PEP3360	Mbaye, Abdoul Aziz				Mbaye, Abdoul Aziz				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP3361	Mbaye, Khoudia				Mbaye, Khoudia				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP3362	Mbaye, Khoudia				Mbaye, Khoudia				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP3363	Mbayi, Pierre Kangudia				Mbayi, Pierre Kangudia				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3364	Mbayo, Esther Mbulakubuza				Mbayo, Esther Mbulakubuza				Individual/pep				PEP		NHNN																Uganda										NHNN											
PEP3365	Mboli-Fatrane, Leopold				Mboli-Fatrane, Leopold				Individual/pep				PEP		NHNN																Central African Republic										NHNN											
PEP3366	Mbomio, Andres Jorge				Mbomio, Andres Jorge				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3367	Mboulou, Raymond Zephirin				Mboulou, Raymond Zephirin				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3368	Mboumba, Noel				Mboumba, Noel				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3369	Mboumbou-Miyakou, Edgar Anicet				Mboumbou-Miyakou, Edgar Anicet				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3370	Mbula, Juan Nko				Mbula, Juan Nko				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3371	Mbwrawa, Makame Mnyaa				Mbwrawa, Makame Mnyaa				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP3372	Mccallum, John				Mccallum, John				Individual/pep				PEP		NHNN																Canada										NHNN											
PEP3373	Mcclay, Todd				Mcclay, Todd				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP3374	Mcclay, Todd				Mcclay, Todd				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP3375	Mcclean, Maxine Pamela Ometa				Mcclean, Maxine Pamela Ometa				Individual/pep				PEP		NHNN																Barbados										NHNN											
PEP3376	Mccormack, Michael				Mccormack, Michael				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP3377	Mccully, Murray Stuart				Mccully, Murray Stuart				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP3378	Mcintyre, John Collin				Mcintyre, John Collin				Individual/pep				PEP		NHNN																Dominica										NHNN											
PEP3379	Mckenna, Catherine				Mckenna, Catherine				Individual/pep				PEP		NHNN																Canada										NHNN											
PEP3380	Mckenzie, Desmond				Mckenzie, Desmond				Individual/pep				PEP		NHNN																Jamaica										NHNN											
PEP3381	Mckie, Cecil				Mckie, Cecil				Individual/pep				PEP		NHNN																Saint Vincent and the Grenadines										NHNN											
PEP3382	Mclain, Edward				Mclain, Edward				Individual/pep				PEP		NHNN																Liberia										NHNN											
PEP3383	Mcleod, Errol				Mcleod, Errol				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP3384	Meade Kuribrena, Jose Antonio				Meade Kuribrena, Jose Antonio				Individual/pep				PEP		NHNN																Mexico										NHNN											
